DateKey	Date	Day	Month	MonthShort	MonthNo	Quater	Year
20060428	4/28/2006	Friday	April	Apr	4	2	2019
20060429	4/29/2006	Saturday	April	Apr	4	2	2019
20060430	4/30/2006	Sunday	April	Apr	4	2	2019
20060501	5/1/2006	Monday	May	May	5	2	2019
20060502	5/2/2006	Tuesday	May	May	5	2	2019
20060503	5/3/2006	Wednesday	May	May	5	2	2019
20060504	5/4/2006	Thursday	May	May	5	2	2019
20060505	5/5/2006	Friday	May	May	5	2	2019
20060506	5/6/2006	Saturday	May	May	5	2	2019
20060507	5/7/2006	Sunday	May	May	5	2	2019
20060508	5/8/2006	Monday	May	May	5	2	2019
20060509	5/9/2006	Tuesday	May	May	5	2	2019
20060510	5/10/2006	Wednesday	May	May	5	2	2019
20060511	5/11/2006	Thursday	May	May	5	2	2019
20060512	5/12/2006	Friday	May	May	5	2	2019
20060513	5/13/2006	Saturday	May	May	5	2	2019
20060514	5/14/2006	Sunday	May	May	5	2	2019
20060515	5/15/2006	Monday	May	May	5	2	2019
20060516	5/16/2006	Tuesday	May	May	5	2	2019
20060517	5/17/2006	Wednesday	May	May	5	2	2019
20060518	5/18/2006	Thursday	May	May	5	2	2019
20060519	5/19/2006	Friday	May	May	5	2	2019
20060520	5/20/2006	Saturday	May	May	5	2	2019
20060521	5/21/2006	Sunday	May	May	5	2	2019
20060522	5/22/2006	Monday	May	May	5	2	2019
20060523	5/23/2006	Tuesday	May	May	5	2	2019
20060524	5/24/2006	Wednesday	May	May	5	2	2019
20060525	5/25/2006	Thursday	May	May	5	2	2019
20060526	5/26/2006	Friday	May	May	5	2	2019
20060527	5/27/2006	Saturday	May	May	5	2	2019
20060528	5/28/2006	Sunday	May	May	5	2	2019
20060529	5/29/2006	Monday	May	May	5	2	2019
20060530	5/30/2006	Tuesday	May	May	5	2	2019
20060531	5/31/2006	Wednesday	May	May	5	2	2019
20060601	6/1/2006	Thursday	June	Jun	6	2	2019
20060602	6/2/2006	Friday	June	Jun	6	2	2019
20060603	6/3/2006	Saturday	June	Jun	6	2	2019
20060604	6/4/2006	Sunday	June	Jun	6	2	2019
20060605	6/5/2006	Monday	June	Jun	6	2	2019
20060606	6/6/2006	Tuesday	June	Jun	6	2	2019
20060607	6/7/2006	Wednesday	June	Jun	6	2	2019
20060608	6/8/2006	Thursday	June	Jun	6	2	2019
20060609	6/9/2006	Friday	June	Jun	6	2	2019
20060610	6/10/2006	Saturday	June	Jun	6	2	2019
20060611	6/11/2006	Sunday	June	Jun	6	2	2019
20060612	6/12/2006	Monday	June	Jun	6	2	2019
20060613	6/13/2006	Tuesday	June	Jun	6	2	2019
20060614	6/14/2006	Wednesday	June	Jun	6	2	2019
20060615	6/15/2006	Thursday	June	Jun	6	2	2019
20060616	6/16/2006	Friday	June	Jun	6	2	2019
20060617	6/17/2006	Saturday	June	Jun	6	2	2019
20060618	6/18/2006	Sunday	June	Jun	6	2	2019
20060619	6/19/2006	Monday	June	Jun	6	2	2019
20060620	6/20/2006	Tuesday	June	Jun	6	2	2019
20060621	6/21/2006	Wednesday	June	Jun	6	2	2019
20060622	6/22/2006	Thursday	June	Jun	6	2	2019
20060623	6/23/2006	Friday	June	Jun	6	2	2019
20060624	6/24/2006	Saturday	June	Jun	6	2	2019
20060625	6/25/2006	Sunday	June	Jun	6	2	2019
20060626	6/26/2006	Monday	June	Jun	6	2	2019
20060627	6/27/2006	Tuesday	June	Jun	6	2	2019
20060628	6/28/2006	Wednesday	June	Jun	6	2	2019
20060629	6/29/2006	Thursday	June	Jun	6	2	2019
20060630	6/30/2006	Friday	June	Jun	6	2	2019
20060701	7/1/2006	Saturday	July	Jul	7	3	2019
20060702	7/2/2006	Sunday	July	Jul	7	3	2019
20060703	7/3/2006	Monday	July	Jul	7	3	2019
20060704	7/4/2006	Tuesday	July	Jul	7	3	2019
20060705	7/5/2006	Wednesday	July	Jul	7	3	2019
20060706	7/6/2006	Thursday	July	Jul	7	3	2019
20060707	7/7/2006	Friday	July	Jul	7	3	2019
20060708	7/8/2006	Saturday	July	Jul	7	3	2019
20060709	7/9/2006	Sunday	July	Jul	7	3	2019
20060710	7/10/2006	Monday	July	Jul	7	3	2019
20060711	7/11/2006	Tuesday	July	Jul	7	3	2019
20060712	7/12/2006	Wednesday	July	Jul	7	3	2019
20060713	7/13/2006	Thursday	July	Jul	7	3	2019
20060714	7/14/2006	Friday	July	Jul	7	3	2019
20060715	7/15/2006	Saturday	July	Jul	7	3	2019
20060716	7/16/2006	Sunday	July	Jul	7	3	2019
20060717	7/17/2006	Monday	July	Jul	7	3	2019
20060718	7/18/2006	Tuesday	July	Jul	7	3	2019
20060719	7/19/2006	Wednesday	July	Jul	7	3	2019
20060720	7/20/2006	Thursday	July	Jul	7	3	2019
20060721	7/21/2006	Friday	July	Jul	7	3	2019
20060722	7/22/2006	Saturday	July	Jul	7	3	2019
20060723	7/23/2006	Sunday	July	Jul	7	3	2019
20060724	7/24/2006	Monday	July	Jul	7	3	2019
20060725	7/25/2006	Tuesday	July	Jul	7	3	2019
20060726	7/26/2006	Wednesday	July	Jul	7	3	2019
20060727	7/27/2006	Thursday	July	Jul	7	3	2019
20060728	7/28/2006	Friday	July	Jul	7	3	2019
20060729	7/29/2006	Saturday	July	Jul	7	3	2019
20060730	7/30/2006	Sunday	July	Jul	7	3	2019
20060731	7/31/2006	Monday	July	Jul	7	3	2019
20060801	8/1/2006	Tuesday	August	Aug	8	3	2019
20060802	8/2/2006	Wednesday	August	Aug	8	3	2019
20060803	8/3/2006	Thursday	August	Aug	8	3	2019
20060804	8/4/2006	Friday	August	Aug	8	3	2019
20060805	8/5/2006	Saturday	August	Aug	8	3	2019
20060806	8/6/2006	Sunday	August	Aug	8	3	2019
20060807	8/7/2006	Monday	August	Aug	8	3	2019
20060808	8/8/2006	Tuesday	August	Aug	8	3	2019
20060809	8/9/2006	Wednesday	August	Aug	8	3	2019
20060810	8/10/2006	Thursday	August	Aug	8	3	2019
20060811	8/11/2006	Friday	August	Aug	8	3	2019
20060812	8/12/2006	Saturday	August	Aug	8	3	2019
20060813	8/13/2006	Sunday	August	Aug	8	3	2019
20060814	8/14/2006	Monday	August	Aug	8	3	2019
20060815	8/15/2006	Tuesday	August	Aug	8	3	2019
20060816	8/16/2006	Wednesday	August	Aug	8	3	2019
20060817	8/17/2006	Thursday	August	Aug	8	3	2019
20060818	8/18/2006	Friday	August	Aug	8	3	2019
20060819	8/19/2006	Saturday	August	Aug	8	3	2019
20060820	8/20/2006	Sunday	August	Aug	8	3	2019
20060821	8/21/2006	Monday	August	Aug	8	3	2019
20060822	8/22/2006	Tuesday	August	Aug	8	3	2019
20060823	8/23/2006	Wednesday	August	Aug	8	3	2019
20060824	8/24/2006	Thursday	August	Aug	8	3	2019
20060825	8/25/2006	Friday	August	Aug	8	3	2019
20060826	8/26/2006	Saturday	August	Aug	8	3	2019
20060827	8/27/2006	Sunday	August	Aug	8	3	2019
20060828	8/28/2006	Monday	August	Aug	8	3	2019
20060829	8/29/2006	Tuesday	August	Aug	8	3	2019
20060830	8/30/2006	Wednesday	August	Aug	8	3	2019
20060831	8/31/2006	Thursday	August	Aug	8	3	2019
20060901	9/1/2006	Friday	September	Sep	9	3	2019
20060902	9/2/2006	Saturday	September	Sep	9	3	2019
20060903	9/3/2006	Sunday	September	Sep	9	3	2019
20060904	9/4/2006	Monday	September	Sep	9	3	2019
20060905	9/5/2006	Tuesday	September	Sep	9	3	2019
20060906	9/6/2006	Wednesday	September	Sep	9	3	2019
20060907	9/7/2006	Thursday	September	Sep	9	3	2019
20060908	9/8/2006	Friday	September	Sep	9	3	2019
20060909	9/9/2006	Saturday	September	Sep	9	3	2019
20060910	9/10/2006	Sunday	September	Sep	9	3	2019
20060911	9/11/2006	Monday	September	Sep	9	3	2019
20060912	9/12/2006	Tuesday	September	Sep	9	3	2019
20060913	9/13/2006	Wednesday	September	Sep	9	3	2019
20060914	9/14/2006	Thursday	September	Sep	9	3	2019
20060915	9/15/2006	Friday	September	Sep	9	3	2019
20060916	9/16/2006	Saturday	September	Sep	9	3	2019
20060917	9/17/2006	Sunday	September	Sep	9	3	2019
20060918	9/18/2006	Monday	September	Sep	9	3	2019
20060919	9/19/2006	Tuesday	September	Sep	9	3	2019
20060920	9/20/2006	Wednesday	September	Sep	9	3	2019
20060921	9/21/2006	Thursday	September	Sep	9	3	2019
20060922	9/22/2006	Friday	September	Sep	9	3	2019
20060923	9/23/2006	Saturday	September	Sep	9	3	2019
20060924	9/24/2006	Sunday	September	Sep	9	3	2019
20060925	9/25/2006	Monday	September	Sep	9	3	2019
20060926	9/26/2006	Tuesday	September	Sep	9	3	2019
20060927	9/27/2006	Wednesday	September	Sep	9	3	2019
20060928	9/28/2006	Thursday	September	Sep	9	3	2019
20060929	9/29/2006	Friday	September	Sep	9	3	2019
20060930	9/30/2006	Saturday	September	Sep	9	3	2019
20061001	10/1/2006	Sunday	October	Oct	10	4	2019
20061002	10/2/2006	Monday	October	Oct	10	4	2019
20061003	10/3/2006	Tuesday	October	Oct	10	4	2019
20061004	10/4/2006	Wednesday	October	Oct	10	4	2019
20061005	10/5/2006	Thursday	October	Oct	10	4	2019
20061006	10/6/2006	Friday	October	Oct	10	4	2019
20061007	10/7/2006	Saturday	October	Oct	10	4	2019
20061008	10/8/2006	Sunday	October	Oct	10	4	2019
20061009	10/9/2006	Monday	October	Oct	10	4	2019
20061010	10/10/2006	Tuesday	October	Oct	10	4	2019
20061011	10/11/2006	Wednesday	October	Oct	10	4	2019
20061012	10/12/2006	Thursday	October	Oct	10	4	2019
20061013	10/13/2006	Friday	October	Oct	10	4	2019
20061014	10/14/2006	Saturday	October	Oct	10	4	2019
20061015	10/15/2006	Sunday	October	Oct	10	4	2019
20061016	10/16/2006	Monday	October	Oct	10	4	2019
20061017	10/17/2006	Tuesday	October	Oct	10	4	2019
20061018	10/18/2006	Wednesday	October	Oct	10	4	2019
20061019	10/19/2006	Thursday	October	Oct	10	4	2019
20061020	10/20/2006	Friday	October	Oct	10	4	2019
20061021	10/21/2006	Saturday	October	Oct	10	4	2019
20061022	10/22/2006	Sunday	October	Oct	10	4	2019
20061023	10/23/2006	Monday	October	Oct	10	4	2019
20061024	10/24/2006	Tuesday	October	Oct	10	4	2019
20061025	10/25/2006	Wednesday	October	Oct	10	4	2019
20061026	10/26/2006	Thursday	October	Oct	10	4	2019
20061027	10/27/2006	Friday	October	Oct	10	4	2019
20061028	10/28/2006	Saturday	October	Oct	10	4	2019
20061029	10/29/2006	Sunday	October	Oct	10	4	2019
20061030	10/30/2006	Monday	October	Oct	10	4	2019
20061031	10/31/2006	Tuesday	October	Oct	10	4	2019
20061101	11/1/2006	Wednesday	November	Nov	11	4	2019
20061102	11/2/2006	Thursday	November	Nov	11	4	2019
20061103	11/3/2006	Friday	November	Nov	11	4	2019
20061104	11/4/2006	Saturday	November	Nov	11	4	2019
20061105	11/5/2006	Sunday	November	Nov	11	4	2019
20061106	11/6/2006	Monday	November	Nov	11	4	2019
20061107	11/7/2006	Tuesday	November	Nov	11	4	2019
20061108	11/8/2006	Wednesday	November	Nov	11	4	2019
20061109	11/9/2006	Thursday	November	Nov	11	4	2019
20061110	11/10/2006	Friday	November	Nov	11	4	2019
20061111	11/11/2006	Saturday	November	Nov	11	4	2019
20061112	11/12/2006	Sunday	November	Nov	11	4	2019
20061113	11/13/2006	Monday	November	Nov	11	4	2019
20061114	11/14/2006	Tuesday	November	Nov	11	4	2019
20061115	11/15/2006	Wednesday	November	Nov	11	4	2019
20061116	11/16/2006	Thursday	November	Nov	11	4	2019
20061117	11/17/2006	Friday	November	Nov	11	4	2019
20061118	11/18/2006	Saturday	November	Nov	11	4	2019
20061119	11/19/2006	Sunday	November	Nov	11	4	2019
20061120	11/20/2006	Monday	November	Nov	11	4	2019
20061121	11/21/2006	Tuesday	November	Nov	11	4	2019
20061122	11/22/2006	Wednesday	November	Nov	11	4	2019
20061123	11/23/2006	Thursday	November	Nov	11	4	2019
20061124	11/24/2006	Friday	November	Nov	11	4	2019
20061125	11/25/2006	Saturday	November	Nov	11	4	2019
20061126	11/26/2006	Sunday	November	Nov	11	4	2019
20061127	11/27/2006	Monday	November	Nov	11	4	2019
20061128	11/28/2006	Tuesday	November	Nov	11	4	2019
20061129	11/29/2006	Wednesday	November	Nov	11	4	2019
20061130	11/30/2006	Thursday	November	Nov	11	4	2019
20061201	12/1/2006	Friday	December	Dec	12	4	2019
20061202	12/2/2006	Saturday	December	Dec	12	4	2019
20061203	12/3/2006	Sunday	December	Dec	12	4	2019
20061204	12/4/2006	Monday	December	Dec	12	4	2019
20061205	12/5/2006	Tuesday	December	Dec	12	4	2019
20061206	12/6/2006	Wednesday	December	Dec	12	4	2019
20061207	12/7/2006	Thursday	December	Dec	12	4	2019
20061208	12/8/2006	Friday	December	Dec	12	4	2019
20061209	12/9/2006	Saturday	December	Dec	12	4	2019
20061210	12/10/2006	Sunday	December	Dec	12	4	2019
20061211	12/11/2006	Monday	December	Dec	12	4	2019
20061212	12/12/2006	Tuesday	December	Dec	12	4	2019
20061213	12/13/2006	Wednesday	December	Dec	12	4	2019
20061214	12/14/2006	Thursday	December	Dec	12	4	2019
20061215	12/15/2006	Friday	December	Dec	12	4	2019
20061216	12/16/2006	Saturday	December	Dec	12	4	2019
20061217	12/17/2006	Sunday	December	Dec	12	4	2019
20061218	12/18/2006	Monday	December	Dec	12	4	2019
20061219	12/19/2006	Tuesday	December	Dec	12	4	2019
20061220	12/20/2006	Wednesday	December	Dec	12	4	2019
20061221	12/21/2006	Thursday	December	Dec	12	4	2019
20061222	12/22/2006	Friday	December	Dec	12	4	2019
20061223	12/23/2006	Saturday	December	Dec	12	4	2019
20061224	12/24/2006	Sunday	December	Dec	12	4	2019
20061225	12/25/2006	Monday	December	Dec	12	4	2019
20061226	12/26/2006	Tuesday	December	Dec	12	4	2019
20061227	12/27/2006	Wednesday	December	Dec	12	4	2019
20061228	12/28/2006	Thursday	December	Dec	12	4	2019
20061229	12/29/2006	Friday	December	Dec	12	4	2019
20061230	12/30/2006	Saturday	December	Dec	12	4	2019
20061231	12/31/2006	Sunday	December	Dec	12	4	2019
20070101	1/1/2007	Monday	January	Jan	1	1	2019
20070102	1/2/2007	Tuesday	January	Jan	1	1	2019
20070103	1/3/2007	Wednesday	January	Jan	1	1	2019
20070104	1/4/2007	Thursday	January	Jan	1	1	2019
20070105	1/5/2007	Friday	January	Jan	1	1	2019
20070106	1/6/2007	Saturday	January	Jan	1	1	2019
20070107	1/7/2007	Sunday	January	Jan	1	1	2019
20070108	1/8/2007	Monday	January	Jan	1	1	2019
20070109	1/9/2007	Tuesday	January	Jan	1	1	2019
20070110	1/10/2007	Wednesday	January	Jan	1	1	2019
20070111	1/11/2007	Thursday	January	Jan	1	1	2019
20070112	1/12/2007	Friday	January	Jan	1	1	2019
20070113	1/13/2007	Saturday	January	Jan	1	1	2019
20070114	1/14/2007	Sunday	January	Jan	1	1	2019
20070115	1/15/2007	Monday	January	Jan	1	1	2019
20070116	1/16/2007	Tuesday	January	Jan	1	1	2019
20070117	1/17/2007	Wednesday	January	Jan	1	1	2019
20070118	1/18/2007	Thursday	January	Jan	1	1	2019
20070119	1/19/2007	Friday	January	Jan	1	1	2019
20070120	1/20/2007	Saturday	January	Jan	1	1	2019
20070121	1/21/2007	Sunday	January	Jan	1	1	2019
20070122	1/22/2007	Monday	January	Jan	1	1	2019
20070123	1/23/2007	Tuesday	January	Jan	1	1	2019
20070124	1/24/2007	Wednesday	January	Jan	1	1	2019
20070125	1/25/2007	Thursday	January	Jan	1	1	2019
20070126	1/26/2007	Friday	January	Jan	1	1	2019
20070127	1/27/2007	Saturday	January	Jan	1	1	2019
20070128	1/28/2007	Sunday	January	Jan	1	1	2019
20070129	1/29/2007	Monday	January	Jan	1	1	2019
20070130	1/30/2007	Tuesday	January	Jan	1	1	2019
20070131	1/31/2007	Wednesday	January	Jan	1	1	2019
20070201	2/1/2007	Thursday	February	Feb	2	1	2019
20070202	2/2/2007	Friday	February	Feb	2	1	2019
20070203	2/3/2007	Saturday	February	Feb	2	1	2019
20070204	2/4/2007	Sunday	February	Feb	2	1	2019
20070205	2/5/2007	Monday	February	Feb	2	1	2019
20070206	2/6/2007	Tuesday	February	Feb	2	1	2019
20070207	2/7/2007	Wednesday	February	Feb	2	1	2019
20070208	2/8/2007	Thursday	February	Feb	2	1	2019
20070209	2/9/2007	Friday	February	Feb	2	1	2019
20070210	2/10/2007	Saturday	February	Feb	2	1	2019
20070211	2/11/2007	Sunday	February	Feb	2	1	2019
20070212	2/12/2007	Monday	February	Feb	2	1	2019
20070213	2/13/2007	Tuesday	February	Feb	2	1	2019
20070214	2/14/2007	Wednesday	February	Feb	2	1	2019
20070215	2/15/2007	Thursday	February	Feb	2	1	2019
20070216	2/16/2007	Friday	February	Feb	2	1	2019
20070217	2/17/2007	Saturday	February	Feb	2	1	2019
20070218	2/18/2007	Sunday	February	Feb	2	1	2019
20070219	2/19/2007	Monday	February	Feb	2	1	2019
20070220	2/20/2007	Tuesday	February	Feb	2	1	2019
20070221	2/21/2007	Wednesday	February	Feb	2	1	2019
20070222	2/22/2007	Thursday	February	Feb	2	1	2019
20070223	2/23/2007	Friday	February	Feb	2	1	2019
20070224	2/24/2007	Saturday	February	Feb	2	1	2019
20070225	2/25/2007	Sunday	February	Feb	2	1	2019
20070226	2/26/2007	Monday	February	Feb	2	1	2019
20070227	2/27/2007	Tuesday	February	Feb	2	1	2019
20070228	2/28/2007	Wednesday	February	Feb	2	1	2019
20070301	3/1/2007	Thursday	March	Mar	3	1	2019
20070302	3/2/2007	Friday	March	Mar	3	1	2019
20070303	3/3/2007	Saturday	March	Mar	3	1	2019
20070304	3/4/2007	Sunday	March	Mar	3	1	2019
20070305	3/5/2007	Monday	March	Mar	3	1	2019
20070306	3/6/2007	Tuesday	March	Mar	3	1	2019
20070307	3/7/2007	Wednesday	March	Mar	3	1	2019
20070308	3/8/2007	Thursday	March	Mar	3	1	2019
20070309	3/9/2007	Friday	March	Mar	3	1	2019
20070310	3/10/2007	Saturday	March	Mar	3	1	2019
20070311	3/11/2007	Sunday	March	Mar	3	1	2019
20070312	3/12/2007	Monday	March	Mar	3	1	2019
20070313	3/13/2007	Tuesday	March	Mar	3	1	2019
20070314	3/14/2007	Wednesday	March	Mar	3	1	2019
20070315	3/15/2007	Thursday	March	Mar	3	1	2019
20070316	3/16/2007	Friday	March	Mar	3	1	2019
20070317	3/17/2007	Saturday	March	Mar	3	1	2019
20070318	3/18/2007	Sunday	March	Mar	3	1	2019
20070319	3/19/2007	Monday	March	Mar	3	1	2019
20070320	3/20/2007	Tuesday	March	Mar	3	1	2019
20070321	3/21/2007	Wednesday	March	Mar	3	1	2019
20070322	3/22/2007	Thursday	March	Mar	3	1	2019
20070323	3/23/2007	Friday	March	Mar	3	1	2019
20070324	3/24/2007	Saturday	March	Mar	3	1	2019
20070325	3/25/2007	Sunday	March	Mar	3	1	2019
20070326	3/26/2007	Monday	March	Mar	3	1	2019
20070327	3/27/2007	Tuesday	March	Mar	3	1	2019
20070328	3/28/2007	Wednesday	March	Mar	3	1	2019
20070329	3/29/2007	Thursday	March	Mar	3	1	2019
20070330	3/30/2007	Friday	March	Mar	3	1	2019
20070331	3/31/2007	Saturday	March	Mar	3	1	2019
20070401	4/1/2007	Sunday	April	Apr	4	2	2019
20070402	4/2/2007	Monday	April	Apr	4	2	2019
20070403	4/3/2007	Tuesday	April	Apr	4	2	2019
20070404	4/4/2007	Wednesday	April	Apr	4	2	2019
20070405	4/5/2007	Thursday	April	Apr	4	2	2019
20070406	4/6/2007	Friday	April	Apr	4	2	2019
20070407	4/7/2007	Saturday	April	Apr	4	2	2019
20070408	4/8/2007	Sunday	April	Apr	4	2	2019
20070409	4/9/2007	Monday	April	Apr	4	2	2019
20070410	4/10/2007	Tuesday	April	Apr	4	2	2019
20070411	4/11/2007	Wednesday	April	Apr	4	2	2019
20070412	4/12/2007	Thursday	April	Apr	4	2	2019
20070413	4/13/2007	Friday	April	Apr	4	2	2019
20070414	4/14/2007	Saturday	April	Apr	4	2	2019
20070415	4/15/2007	Sunday	April	Apr	4	2	2019
20070416	4/16/2007	Monday	April	Apr	4	2	2019
20070417	4/17/2007	Tuesday	April	Apr	4	2	2019
20070418	4/18/2007	Wednesday	April	Apr	4	2	2019
20070419	4/19/2007	Thursday	April	Apr	4	2	2019
20070420	4/20/2007	Friday	April	Apr	4	2	2019
20070421	4/21/2007	Saturday	April	Apr	4	2	2019
20070422	4/22/2007	Sunday	April	Apr	4	2	2019
20070423	4/23/2007	Monday	April	Apr	4	2	2019
20070424	4/24/2007	Tuesday	April	Apr	4	2	2019
20070425	4/25/2007	Wednesday	April	Apr	4	2	2019
20070426	4/26/2007	Thursday	April	Apr	4	2	2019
20070427	4/27/2007	Friday	April	Apr	4	2	2019
20070428	4/28/2007	Saturday	April	Apr	4	2	2019
20070429	4/29/2007	Sunday	April	Apr	4	2	2019
20070430	4/30/2007	Monday	April	Apr	4	2	2019
20070501	5/1/2007	Tuesday	May	May	5	2	2019
20070502	5/2/2007	Wednesday	May	May	5	2	2019
20070503	5/3/2007	Thursday	May	May	5	2	2019
20070504	5/4/2007	Friday	May	May	5	2	2019
20070505	5/5/2007	Saturday	May	May	5	2	2019
20070506	5/6/2007	Sunday	May	May	5	2	2019
20070507	5/7/2007	Monday	May	May	5	2	2019
20070508	5/8/2007	Tuesday	May	May	5	2	2019
20070509	5/9/2007	Wednesday	May	May	5	2	2019
20070510	5/10/2007	Thursday	May	May	5	2	2019
20070511	5/11/2007	Friday	May	May	5	2	2019
20070512	5/12/2007	Saturday	May	May	5	2	2019
20070513	5/13/2007	Sunday	May	May	5	2	2019
20070514	5/14/2007	Monday	May	May	5	2	2019
20070515	5/15/2007	Tuesday	May	May	5	2	2019
20070516	5/16/2007	Wednesday	May	May	5	2	2019
20070517	5/17/2007	Thursday	May	May	5	2	2019
20070518	5/18/2007	Friday	May	May	5	2	2019
20070519	5/19/2007	Saturday	May	May	5	2	2019
20070520	5/20/2007	Sunday	May	May	5	2	2019
20070521	5/21/2007	Monday	May	May	5	2	2019
20070522	5/22/2007	Tuesday	May	May	5	2	2019
20070523	5/23/2007	Wednesday	May	May	5	2	2019
20070524	5/24/2007	Thursday	May	May	5	2	2019
20070525	5/25/2007	Friday	May	May	5	2	2019
20070526	5/26/2007	Saturday	May	May	5	2	2019
20070527	5/27/2007	Sunday	May	May	5	2	2019
20070528	5/28/2007	Monday	May	May	5	2	2019
20070529	5/29/2007	Tuesday	May	May	5	2	2019
20070530	5/30/2007	Wednesday	May	May	5	2	2019
20070531	5/31/2007	Thursday	May	May	5	2	2019
20070601	6/1/2007	Friday	June	Jun	6	2	2019
20070602	6/2/2007	Saturday	June	Jun	6	2	2019
20070603	6/3/2007	Sunday	June	Jun	6	2	2019
20070604	6/4/2007	Monday	June	Jun	6	2	2019
20070605	6/5/2007	Tuesday	June	Jun	6	2	2019
20070606	6/6/2007	Wednesday	June	Jun	6	2	2019
20070607	6/7/2007	Thursday	June	Jun	6	2	2019
20070608	6/8/2007	Friday	June	Jun	6	2	2019
20070609	6/9/2007	Saturday	June	Jun	6	2	2019
20070610	6/10/2007	Sunday	June	Jun	6	2	2019
20070611	6/11/2007	Monday	June	Jun	6	2	2019
20070612	6/12/2007	Tuesday	June	Jun	6	2	2019
20070613	6/13/2007	Wednesday	June	Jun	6	2	2019
20070614	6/14/2007	Thursday	June	Jun	6	2	2019
20070615	6/15/2007	Friday	June	Jun	6	2	2019
20070616	6/16/2007	Saturday	June	Jun	6	2	2019
20070617	6/17/2007	Sunday	June	Jun	6	2	2019
20070618	6/18/2007	Monday	June	Jun	6	2	2019
20070619	6/19/2007	Tuesday	June	Jun	6	2	2019
20070620	6/20/2007	Wednesday	June	Jun	6	2	2019
20070621	6/21/2007	Thursday	June	Jun	6	2	2019
20070622	6/22/2007	Friday	June	Jun	6	2	2019
20070623	6/23/2007	Saturday	June	Jun	6	2	2019
20070624	6/24/2007	Sunday	June	Jun	6	2	2019
20070625	6/25/2007	Monday	June	Jun	6	2	2019
20070626	6/26/2007	Tuesday	June	Jun	6	2	2019
20070627	6/27/2007	Wednesday	June	Jun	6	2	2019
20070628	6/28/2007	Thursday	June	Jun	6	2	2019
20070629	6/29/2007	Friday	June	Jun	6	2	2019
20070630	6/30/2007	Saturday	June	Jun	6	2	2019
20070701	7/1/2007	Sunday	July	Jul	7	3	2019
20070702	7/2/2007	Monday	July	Jul	7	3	2019
20070703	7/3/2007	Tuesday	July	Jul	7	3	2019
20070704	7/4/2007	Wednesday	July	Jul	7	3	2019
20070705	7/5/2007	Thursday	July	Jul	7	3	2019
20070706	7/6/2007	Friday	July	Jul	7	3	2019
20070707	7/7/2007	Saturday	July	Jul	7	3	2019
20070708	7/8/2007	Sunday	July	Jul	7	3	2019
20070709	7/9/2007	Monday	July	Jul	7	3	2019
20070710	7/10/2007	Tuesday	July	Jul	7	3	2019
20070711	7/11/2007	Wednesday	July	Jul	7	3	2019
20070712	7/12/2007	Thursday	July	Jul	7	3	2019
20070713	7/13/2007	Friday	July	Jul	7	3	2019
20070714	7/14/2007	Saturday	July	Jul	7	3	2019
20070715	7/15/2007	Sunday	July	Jul	7	3	2019
20070716	7/16/2007	Monday	July	Jul	7	3	2019
20070717	7/17/2007	Tuesday	July	Jul	7	3	2019
20070718	7/18/2007	Wednesday	July	Jul	7	3	2019
20070719	7/19/2007	Thursday	July	Jul	7	3	2019
20070720	7/20/2007	Friday	July	Jul	7	3	2019
20070721	7/21/2007	Saturday	July	Jul	7	3	2019
20070722	7/22/2007	Sunday	July	Jul	7	3	2019
20070723	7/23/2007	Monday	July	Jul	7	3	2019
20070724	7/24/2007	Tuesday	July	Jul	7	3	2019
20070725	7/25/2007	Wednesday	July	Jul	7	3	2019
20070726	7/26/2007	Thursday	July	Jul	7	3	2019
20070727	7/27/2007	Friday	July	Jul	7	3	2019
20070728	7/28/2007	Saturday	July	Jul	7	3	2019
20070729	7/29/2007	Sunday	July	Jul	7	3	2019
20070730	7/30/2007	Monday	July	Jul	7	3	2019
20070731	7/31/2007	Tuesday	July	Jul	7	3	2019
20070801	8/1/2007	Wednesday	August	Aug	8	3	2019
20070802	8/2/2007	Thursday	August	Aug	8	3	2019
20070803	8/3/2007	Friday	August	Aug	8	3	2019
20070804	8/4/2007	Saturday	August	Aug	8	3	2019
20070805	8/5/2007	Sunday	August	Aug	8	3	2019
20070806	8/6/2007	Monday	August	Aug	8	3	2019
20070807	8/7/2007	Tuesday	August	Aug	8	3	2019
20070808	8/8/2007	Wednesday	August	Aug	8	3	2019
20070809	8/9/2007	Thursday	August	Aug	8	3	2019
20070810	8/10/2007	Friday	August	Aug	8	3	2019
20070811	8/11/2007	Saturday	August	Aug	8	3	2019
20070812	8/12/2007	Sunday	August	Aug	8	3	2019
20070813	8/13/2007	Monday	August	Aug	8	3	2019
20070814	8/14/2007	Tuesday	August	Aug	8	3	2019
20070815	8/15/2007	Wednesday	August	Aug	8	3	2019
20070816	8/16/2007	Thursday	August	Aug	8	3	2019
20070817	8/17/2007	Friday	August	Aug	8	3	2019
20070818	8/18/2007	Saturday	August	Aug	8	3	2019
20070819	8/19/2007	Sunday	August	Aug	8	3	2019
20070820	8/20/2007	Monday	August	Aug	8	3	2019
20070821	8/21/2007	Tuesday	August	Aug	8	3	2019
20070822	8/22/2007	Wednesday	August	Aug	8	3	2019
20070823	8/23/2007	Thursday	August	Aug	8	3	2019
20070824	8/24/2007	Friday	August	Aug	8	3	2019
20070825	8/25/2007	Saturday	August	Aug	8	3	2019
